Area Served,Callsign,Frequency(kHz),Purpose,Site Id,Site Name,Lat_Deg,Lat_Hr,Lat_Min,Lon_Deg,Lon_Hr,Lon_Min,BSL,Licence Area,lat_dec,lon_dec
Marla,8KIN,104.5,Retransmission,151450,Broadcast site MARLA,27.0,16.0,55.0,133.0,36.0,3.0,,,-26.718055555555555,133.60083333333333
Marree,5ABCRR,105.7,National,25815,BAI Comms Site via Boorloo Tce 2km SW of MARREE,29.0,39.0,14.0,138.0,3.0,18.0,,,-28.346111111111114,138.055
Marree,5ABCRN,107.3,National,25815,BAI Comms Site via Boorloo Tce 2km SW of MARREE,29.0,39.0,14.0,138.0,3.0,18.0,,,-28.346111111111114,138.055
Maryborough (Vic),3GFM,99.1,Community,140125,Council Site Centenary Hill  off Stoneham Dr MARYBOROUGH,37.0,4.0,31.0,143.0,44.0,17.0,1130028,MARYBOROUGH RA2,-36.92472222222222,143.73805555555555
Maryborough (Vic),3SBSFM,104.5,Retransmission,138475,Central Goldfields Shire Office 12-22 Nolan Street MARYBOROUGH,37.0,3.0,5.0,143.0,44.0,28.0,,,-36.94861111111111,143.7411111111111
Marysville,8SAT,89.3,Commercial,134422,Kerami Gardens Resort 22 Marysville-Woods Point Rd MARYSVILLE,37.0,30.0,44.0,145.0,45.0,15.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-36.48777777777778,145.75416666666666
Marysville,3UGE,98.5,Community,150549,Broadcast Site Mt Gordon MARYSVILLE,37.0,30.0,57.0,145.0,42.0,44.0,10411,ALEXANDRA/EILDON RA1,-36.48416666666667,145.7122222222222
Melbourne,3TSC,89.9,Community,12010,TXA Observatory Road Site Tower 20-24 Observatory Road MT DANDENONG,37.0,49.0,42.0,145.0,21.0,12.0,1150695,MELBOURNE RA1,-36.17166666666667,145.35333333333332
Melbourne,3SYN,90.7,Community,12010,TXA Observatory Road Site Tower 20-24 Observatory Road MT DANDENONG,37.0,49.0,42.0,145.0,21.0,12.0,1150694,MELBOURNE RA1,-36.17166666666667,145.35333333333332
Melbourne,3PTV,91.5,Commercial,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,1150692,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3PTV,91.5,Commercial,12010,TXA Observatory Road Site Tower 20-24 Observatory Road MT DANDENONG,37.0,49.0,42.0,145.0,21.0,12.0,1150692,MELBOURNE RA1,-36.17166666666667,145.35333333333332
Melbourne,3ZZZ,92.3,Community,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,2492,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3ZZZ,92.3,Community,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,2492,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3SBSFM,93.1,National,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,,,-36.165,145.34861111111113
Melbourne,3MEL,100.3,Commercial,12010,TXA Observatory Road Site Tower 20-24 Observatory Road MT DANDENONG,37.0,49.0,42.0,145.0,21.0,12.0,1150693,MELBOURNE RA1,-36.17166666666667,145.35333333333332
Melbourne,3MEL,100.3,Commercial,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,1150693,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3TTT,101.1,Commercial,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,4142,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3TTT,101.1,Commercial,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,4142,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3TTT,101.1,Commercial,12010,TXA Observatory Road Site Tower 20-24 Observatory Road MT DANDENONG,37.0,49.0,42.0,145.0,21.0,12.0,4142,MELBOURNE RA1,-36.17166666666667,145.35333333333332
Melbourne,3FOX,101.9,Commercial,11597,Broadcast/Comms Tower  Roof 101 Collins Street MELBOURNE,37.0,48.0,54.0,144.0,58.0,14.0,3035,MELBOURNE RA1,-36.185,144.97055555555556
Melbourne,3FOX,101.9,Commercial,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,3035,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3FOX,101.9,Commercial,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,3035,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3RRR,102.7,Community,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,3068,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3MBS,103.5,Community,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,3065,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3MBS,103.5,Community,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,3065,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3MBS,103.5,Community,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,3065,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3KKZ,104.3,Commercial,12010,TXA Observatory Road Site Tower 20-24 Observatory Road MT DANDENONG,37.0,49.0,42.0,145.0,21.0,12.0,4143,MELBOURNE RA1,-36.17166666666667,145.35333333333332
Melbourne,3KKZ,104.3,Commercial,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,4143,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3KKZ,104.3,Commercial,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,4143,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3MMM,105.1,Commercial,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,3034,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3MMM,105.1,Commercial,11597,Broadcast/Comms Tower  Roof 101 Collins Street MELBOURNE,37.0,48.0,54.0,144.0,58.0,14.0,3034,MELBOURNE RA1,-36.185,144.97055555555556
Melbourne,3MMM,105.1,Commercial,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,3034,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3ABCFM,105.9,National,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,,,-36.165,145.34861111111113
Melbourne,3PBS,106.7,Community,12013,TXA Ornata Road Site Tower 12 Ornata Road MOUNT DANDENONG,37.0,50.0,15.0,145.0,20.0,48.0,3066,MELBOURNE RA1,-36.162499999999994,145.34666666666666
Melbourne,3PBS,106.7,Community,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,3066,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3PBS,106.7,Community,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,3066,MELBOURNE RA1,-36.165,145.34861111111113
Melbourne,3JJJ,107.5,National,12014,BAI Comms Site 116-118 Ridge Rd MOUNT DANDENONG,37.0,50.0,6.0,145.0,20.0,55.0,,,-36.165,145.34861111111113
Melbourne City,3JOY,94.9,Community,199023,Melbourne Central 360 Elizabeth Street MELBOURNE,37.0,48.0,37.0,144.0,57.0,44.0,1150683,MELBOURNE CITY RA1,-36.18972222222222,144.9622222222222
Melbourne Eastern Suburbs,3ECB,98.1,Community,302508,Yarra Valley Water Tank Velma Grove RINGWOOD EAST,37.0,48.0,20.0,145.0,15.0,22.0,3951,MELBOURNE EAST RA1,-36.19444444444445,145.25611111111112
Melbourne North East Suburbs,3INR,96.5,Community,153016,Austin Hospital Boiler House Burgundy Street HEIDELBERG,37.0,45.0,24.0,145.0,3.0,25.0,3959,MELBOURNE NORTH EAST RA1,-36.24333333333333,145.05694444444447
Melbourne North West Suburbs,3NOW,98.9,Community,50350,3NOW Studios 90 Middle Street HADFIELD,37.0,42.0,33.0,144.0,56.0,32.0,5172,MELBOURNE NORTH WEST RA1,-36.29083333333333,144.94222222222223
Melbourne South East Suburbs,3SER,97.7,Community,9001537,Broadcast/Comms Tower  Telstra Site Quarry Rd NARRE WARREN,38.0,0.0,14.0,145.0,19.0,43.0,5170,MELBOURNE SOUTH EAST RA1,-37.99611111111111,145.32861111111112
Melbourne South East Suburbs,3SER,97.7,Community,9001537,Broadcast/Comms Tower  Telstra Site Quarry Rd NARRE WARREN,38.0,0.0,14.0,145.0,19.0,43.0,5170,MELBOURNE SOUTH EAST RA1,-37.99611111111111,145.32861111111112
Melbourne Southern Suburbs,3SCB,88.3,Community,137549,Building 3C (Central)  Holmesglen TAFE 488 South Rd MOORABBIN,37.0,56.0,19.0,145.0,3.0,1.0,5191,MELBOURNE SOUTH RA1,-36.06138888888889,145.05027777777778
Melton,3RIM,97.9,Community,35081,3RIM Site MT KOROROIT,37.0,39.0,15.0,144.0,39.0,43.0,2053,MELTON RA1,-36.34583333333333,144.66194444444446
Meringur,8SAT,96.9,Commercial,140667,Flow FM Site Yarrara South Rd YARRARA,34.0,25.0,5.0,141.0,25.0,35.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-33.581944444444446,141.42638888888888
Mildura,,89.1,HPON,502343,Community Radio Site 6 Byrne Court MILDURA,34.0,11.0,57.0,142.0,10.0,21.0,,,-33.80083333333334,142.17249999999999
Mildura,3SBSFM,98.7,Retransmission,43425,Council Site Water Tower Cnr Tenth & Orange Streets MILDURA,34.0,11.0,21.0,142.0,9.0,41.0,,,-33.810833333333335,142.1613888888889
Mildura,3HOT,106.7,Community,502343,Community Radio Site 6 Byrne Court MILDURA,34.0,11.0,57.0,142.0,10.0,21.0,10093,MILDURA RA3,-33.80083333333334,142.17249999999999
Mildura/Sunraysia,3RMR,97.9,Commercial,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,10096,MILDURA RA1,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,3RMR,97.9,Commercial,53325,3MA Studio 739 Fifteenth Street MILDURA,34.0,12.0,45.0,142.0,8.0,44.0,10096,MILDURA RA1,-33.787499999999994,142.14555555555555
Mildura/Sunraysia,3MDA,99.5,Commercial,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,10094,MILDURA RA1,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,3PNN,100.3,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,3JJJ,101.1,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,3ABCFM,102.7,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,3MIL,104.3,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Mildura/Sunraysia,3ABCRN,105.9,National,11763,Broadcast Mast BAI Comms Site Calder Hwy CARWARP,34.0,22.0,47.0,142.0,11.0,18.0,,,-33.62027777777778,142.18833333333333
Millicent,5THE,107.7,Community,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,5703,MILLICENT RA1,-36.397777777777776,140.48250000000002
Minlaton,8SAT,98.9,Commercial,153610,SA Water Site Lot 5 Minlaton-Stansbury Rd RAMSAY,34.0,47.0,40.0,137.0,40.0,25.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-33.205555555555556,137.67361111111111
Minnipa,8SAT,106.9,Commercial,25169,Telstra site Lot 12 Talia Road MT DAMPER,33.0,8.0,33.0,135.0,6.0,46.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-32.8575,135.11277777777778
Moomba,5JJJ,104.5,Retransmission,501694,Santos Communications Mast MOOMBA,28.0,7.0,5.0,140.0,12.0,42.0,,,-27.881944444444443,140.21166666666664
Moomba,5ABCRR,106.1,Retransmission,151395,Broadcast site MOOMBA,28.0,7.0,6.0,140.0,12.0,36.0,,,-27.881666666666668,140.20999999999998
Mornington,3RPP,98.7,Community,12127,RPP Site Pindara Rd ARTHURS SEAT,38.0,21.0,22.0,144.0,57.0,5.0,1969,MORNINGTON RA1,-37.64388888888889,144.95138888888889
Mount Barker,5LCM,88.9,Community,305178,Cleggett Farm Cnr Cleggett Rd & Rosella Crt LITTLEHAMPTON,35.0,2.0,59.0,138.0,51.0,12.0,1180024,MOUNT BARKER RA1,-34.95027777777778,138.85333333333332
Mount Barker,5MU,94.3,Commercial,23483,Major Radio Site Mount Summit Road MOUNT BARKER,35.0,4.0,0.0,138.0,55.0,17.0,4194,MURRAY BRIDGE RA1,-34.93333333333333,138.92138888888888
Mount Barker,5EZY,100.3,Commercial,23483,Major Radio Site Mount Summit Road MOUNT BARKER,35.0,4.0,0.0,138.0,55.0,17.0,10361,MURRAY BRIDGE RA1,-34.93333333333333,138.92138888888888
Mount Beauty,3NE,90.1,Commercial,150427,FM Mast Club House  Golf Course  Tawonga Cres MT BEAUTY,36.0,44.0,27.0,147.0,10.0,32.0,10398,WANGARATTA RA1,-35.259166666666665,147.17555555555555
Mount Beauty,3NNN,93.3,Commercial,150427,FM Mast Club House  Golf Course  Tawonga Cres MT BEAUTY,36.0,44.0,27.0,147.0,10.0,32.0,10391,WANGARATTA RA1,-35.259166666666665,147.17555555555555
Mount Beauty,3VKV,96.5,Community,11959,Telstra CMTS Site BIG HILL,36.0,47.0,6.0,147.0,11.0,51.0,1150015,MT BEAUTY RA1,-35.215,147.1975
Mount Buffalo,3NE,99.1,Commercial,41098,The Mount Buffalo Chalet Site MT BUFFALO,36.0,43.0,23.0,146.0,49.0,10.0,10398,WANGARATTA RA1,-35.276944444444446,146.81944444444443
Mount Buller,8SAT,90.5,Commercial,305423,Snow Making Factory Summit Rd MT BULLER,37.0,8.0,51.0,146.0,26.0,12.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-36.8525,146.43666666666667
Mount Gambier,5SE,90.5,Commercial,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,4197,MT GAMBIER RA1,-36.397777777777776,140.48250000000002
Mount Gambier,5SEF,96.1,Commercial,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,10312,MT GAMBIER RA1,-36.397777777777776,140.48250000000002
Mount Gambier,5GTR,100.1,Community,131229,Broadcast Site off Illman Rd  6km NW of COMPTON,37.0,46.0,48.0,140.0,41.0,54.0,3075,MOUNT GAMBIER RA2,-36.22,140.69833333333332
Mount Gambier,5JJJ,102.5,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5JJJ,102.5,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5ABCRN,103.3,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5ABCRN,103.3,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5ABCFM,104.1,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5ABCFM,104.1,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5RCB,104.9,Community,23959,Austar MDS Site The Bluff (SE) 21 km WNW MOUNT GAMBIER,37.0,43.0,34.0,140.0,34.0,14.0,1150784,MT GAMBIER RA1,-36.273888888888884,140.57055555555556
Mount Gambier,5PNN,105.7,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Gambier,5PNN,105.7,National,23800,Broadcast site 11 km E of Millicent MT BURR,37.0,36.0,8.0,140.0,28.0,57.0,,,-36.397777777777776,140.48250000000002
Mount Hotham,3NE,89.3,Commercial,41113,Mt Hotham Comms Tower MT HOTHAM,36.0,58.0,30.0,147.0,7.0,42.0,10398,WANGARATTA RA1,-35.025,147.12833333333333
Mountain Districts,3MDR,97.1,Community,302567,Water Tower Yarra Valley Water Site  Ridge Rd KALLISTA,37.0,54.0,11.0,145.0,24.0,8.0,5561,MOUNTAIN DISTRICTS RA1,-36.096944444444446,145.40222222222224
Mt St Leonard,8SAT,106.3,Commercial,36223,Telstra site  MT ST LEONARD,37.0,34.0,3.0,145.0,31.0,32.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-36.4325,145.52555555555557
Murray Bridge,5MU,96.3,Commercial,501707,Broadcast Tower Off Koehler Rd GIFFORD HILL,35.0,9.0,7.0,139.0,12.0,51.0,4194,MURRAY BRIDGE RA1,-34.848055555555554,139.21416666666664
Murray Bridge,5EZY,98.7,Commercial,501707,Broadcast Tower Off Koehler Rd GIFFORD HILL,35.0,9.0,7.0,139.0,12.0,51.0,10361,MURRAY BRIDGE RA1,-34.848055555555554,139.21416666666664
Murray Valley,3PNN,95.9,National,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,,,-34.52722222222222,143.45583333333332
Murray Valley,3MIL,102.1,National,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,,,-34.52722222222222,143.45583333333332
Murray Valley,3ABCFM,103.7,National,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,,,-34.52722222222222,143.45583333333332
Murray Valley,3JJJ,105.3,National,11885,Broadcast Australia Site Ultima-Lake Boga Rd GOSCHEN,35.0,28.0,22.0,143.0,27.0,21.0,,,-34.52722222222222,143.45583333333332
Murrayville,3MBR,103.5,Community,150969,Broadcast Site 6 km S of MURRAYVILLE,35.0,19.0,22.0,141.0,10.0,28.0,10374,MURRAYVILLE RA1,-34.67722222222222,141.17444444444445
Myrtleford,3NE,90.1,Retransmission,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,,,-35.43916666666667,146.73499999999999
Myrtleford,3MRR,91.7,National,41099,Lookout Hill Lookout Road MYRTLEFORD,36.0,33.0,39.0,146.0,44.0,6.0,,,-35.43916666666667,146.73499999999999
Myrtleford,3SBSFM,97.3,Retransmission,12002,Allcom Site 14.5 km SE of Beechworth MT STANLEY,36.0,26.0,42.0,146.0,48.0,11.0,,,-35.55500000000001,146.80305555555557
Naracoorte,5TCB,89.7,Community,23720,Council Site off Smith St and Wimmera Hwy  3km ENE of NARACOORTE,36.0,57.0,3.0,140.0,46.0,10.0,10373,BORDERTOWN RA1,-35.049166666666665,140.76944444444445
Naracoorte,5RCB,99.3,Community,141682,Amateur Radio Club Tower Blackwell Road NARACOORTE,36.0,58.0,51.0,140.0,46.0,16.0,1150784,MT GAMBIER RA1,-35.01916666666666,140.7711111111111
Naracoorte,5SEF,100.9,Commercial,23720,Council Site off Smith St and Wimmera Hwy  3km ENE of NARACOORTE,36.0,57.0,3.0,140.0,46.0,10.0,10312,MT GAMBIER RA1,-35.049166666666665,140.76944444444445
Nhill,3WM,92.9,Commercial,41747,Ace Radio Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,26.0,4159,HORSHAM RA1,-35.596111111111114,141.4738888888889
Nhill,3WWM,94.5,Commercial,41747,Ace Radio Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,26.0,10308,HORSHAM RA1,-35.596111111111114,141.4738888888889
Nhill,3ABCRN,95.7,National,40632,BA Site Western Highway  2km NNE of LAWLOIT,36.0,24.0,14.0,141.0,28.0,28.0,,,-35.596111111111114,141.47444444444446
Omeo,2BDR,90.1,Commercial,40920,Broadcast Site Sam Hill OMEO,37.0,3.0,9.0,147.0,34.0,2.0,1150011,ALBURY RA1,-36.947500000000005,147.56722222222223
Omeo,3HCR,97.3,Community,40920,Broadcast Site Sam Hill OMEO,37.0,3.0,9.0,147.0,34.0,2.0,6313,OMEO RA1,-36.947500000000005,147.56722222222223
Omeo,3ABCRN,99.7,National,135679,Broadcast Australia Site Mt Livingstone Road  6km SW of OMEO,37.0,8.0,27.0,147.0,33.0,20.0,,,-36.85916666666667,147.55555555555557
Omeo (town),3HCR,90.9,Community,153126,3HCR Studio Sebastopol Hill Road OMEO,37.0,5.0,56.0,147.0,36.0,4.0,6313,OMEO RA1,-36.901111111111106,147.6011111111111
Orbost,,95.5,HPON,12090,Telstra RT/Police/SMR Site Mt Raymond 12 km E of ORBOST,37.0,42.0,42.0,148.0,35.0,60.0,,,-36.288333333333334,148.60000000000002
Orbost,3GLR,97.1,National,12090,Telstra RT/Police/SMR Site Mt Raymond 12 km E of ORBOST,37.0,42.0,42.0,148.0,35.0,60.0,,,-36.288333333333334,148.60000000000002
Orbost,3ABCRN,98.7,National,12090,Telstra RT/Police/SMR Site Mt Raymond 12 km E of ORBOST,37.0,42.0,42.0,148.0,35.0,60.0,,,-36.288333333333334,148.60000000000002
Ouyen,3HOT,90.7,Community,153475,Broadcast Site Ouyen Hospital Britt St OUYEN,35.0,4.0,25.0,142.0,18.0,41.0,10093,MILDURA RA3,-34.92638888888889,142.3113888888889
Padthaway East,8SAT,100.3,Commercial,139522,Flow FM Site Collins Hill 407 Giles Rd PADTHAWAY,36.0,35.0,12.0,140.0,34.0,59.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-35.413333333333334,140.58305555555555
Penong,8SAT,101.5,Commercial,151238,Broadcast Site via Eyre Highway 8 km west of PENONG,31.0,55.0,31.0,132.0,55.0,9.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-30.07472222222222,132.91916666666665
Phillip Island,3MFM,89.1,Community,150750,Broadcast Site BASS HILL,38.0,28.0,56.0,145.0,32.0,43.0,1912,LEONGATHA RA1,-37.51777777777777,145.54527777777778
Plenty Valley,3PVR,88.6,Community,36269,Telstra Tower Yan Yean Road Joyce Hill YARRAMBAT,37.0,38.0,21.0,145.0,7.0,50.0,5159,PLENTY VALLEY RA1,-36.36083333333333,145.13055555555556
Port Adelaide,5WOW,100.5,Community,153019,Broadcast Site Phillips Reserve Corner of Swan Tce and Robin Road. SEMAPHORE,34.0,50.0,32.0,138.0,29.0,17.0,1150738,PORT ADELAIDE RA1,-33.157777777777774,138.48805555555555
Port Augusta,5UMA,89.1,Community,24375,ETSA Utilities site 23 km north of Quorn MT ARDEN,32.0,9.0,7.0,137.0,58.0,44.0,1130059,PORT AUGUSTA RA1,-31.848055555555558,137.9788888888889
Port Lincoln,5CCC,89.9,Commercial,500313,Eyre Peninsula Broadcasters Site Lot 2 Winter Hill Drv PORT LINCOLN,34.0,42.0,6.0,135.0,49.0,41.0,10352,PORT LINCOLN RA1,-33.29833333333333,135.82805555555555
Port Lincoln,5JJJ,92.3,Retransmission,500313,Eyre Peninsula Broadcasters Site Lot 2 Winter Hill Drv PORT LINCOLN,34.0,42.0,6.0,135.0,49.0,41.0,,,-33.29833333333333,135.82805555555555
Port Lincoln,5ABCFM,93.1,Retransmission,24964,Comms Tower  Fisheries Site Winter Hill  Winter Hill Drv  5km NW of PORT LINCOLN,34.0,41.0,57.0,135.0,49.0,43.0,,,-33.30083333333334,135.82861111111112
Port Lincoln,5CC,93.9,Commercial,500313,Eyre Peninsula Broadcasters Site Lot 2 Winter Hill Drv PORT LINCOLN,34.0,42.0,6.0,135.0,49.0,41.0,1639,PORT LINCOLN RA1,-33.29833333333333,135.82805555555555
Port Pirie,5TRX,105.1,Community,305536,Broadcast/Comms Mast  Pirie Cmty Radio Bcers Site TV Track THE BLUFF,33.0,6.0,21.0,138.0,9.0,52.0,1150785,PORT PIRIE RA1,-32.89416666666666,138.16444444444446
Portland (Vic),3HA,92.9,Commercial,153479,Council Site  Mount Clay Angelino Rd NARRAWONG,38.0,12.0,59.0,141.0,42.0,13.0,4152,HAMILTON RA1,-37.78361111111111,141.7036111111111
Portland (Vic),3HA,92.9,Commercial,153479,Council Site  Mount Clay Angelino Rd NARRAWONG,38.0,12.0,59.0,141.0,42.0,13.0,4152,HAMILTON RA1,-37.78361111111111,141.7036111111111
Portland (Vic),3HFM,93.7,Commercial,153479,Council Site  Mount Clay Angelino Rd NARRAWONG,38.0,12.0,59.0,141.0,42.0,13.0,1150773,HAMILTON RA1,-37.78361111111111,141.7036111111111
Portland (Vic),3HFM,93.7,Commercial,153479,Council Site  Mount Clay Angelino Rd NARRAWONG,38.0,12.0,59.0,141.0,42.0,13.0,1150773,HAMILTON RA1,-37.78361111111111,141.7036111111111
Portland (Vic),3SWR,96.9,National,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,,,-37.78333333333333,141.70333333333332
Portland (Vic),3PNN,97.7,National,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,,,-37.78333333333333,141.70333333333332
Portland (Vic),3ABCRN,98.5,National,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,,,-37.78333333333333,141.70333333333332
Portland (Vic),3RPC,99.3,Community,42517,BAI Comms Site Mt Clay  Angelino Rd NARRAWONG,38.0,13.0,0.0,141.0,42.0,12.0,3067,PORTLAND RA1,-37.78333333333333,141.70333333333332
Portland (Vic),,105.3,HPON,10028928,UCB Mast Rock Church  91 Learmonth St PORTLAND,38.0,19.0,39.0,141.0,35.0,32.0,,,-37.6725,141.59222222222223
Powelltown,8SAT,89.5,Commercial,141072,Nominal Planning Site 195 Mount Bride Rd THREE BRIDGES,37.0,49.0,12.0,145.0,43.0,49.0,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,-36.18,145.7302777777778
Quorn,5AU,99.1,Commercial,142462,5AU Repeater Site via Grandview Pde QUORN,32.0,21.0,43.0,138.0,3.0,8.0,4193,SPENCER GULF NORTH RA1,-31.638055555555553,138.05222222222224
